County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Essex County,MA,1100,56,16,1084,1084,0,0,1094.0,25.0,21.0,1073.0,1073.0,0.0,0.0,851.0,500.0,43.0,808.0,808.0,0.0,0.0,943.0,50.0,16.0,927.0,927.0,0.0,0.0,1040.0,79.0,13.0,1027.0,1027.0,0.0,0.0,1035.0,78.0,5.0,1030.0,1030.0,0.0,0.0,1061.0,66.0,42.0,1019.0,958.0,61.0,0.0,582.0,57.0,51.0,531.0,489.0,42.0,0.0,541.0,6.0,4.0,537.0,490.0,47.0,0.0,445.0,10.0,17.0,428.0,382.0,46.0,0.0,382.0,6.0,10.0,372.0,320.0,52.0,0.0,1756,1673,1580,1392,1298,1241,1189,1135,1102,1076,1063,34926.0,74710.0,796992.0,33846.0,74235.0,791577.0,34706.0,76850.0,790497.0,34645.0,77689.0,787960.0,34744.0,78089.0,770223.0,33480.0,79463.0,767172.0,35867.0,81801.0,764716.0,36726.0,82434.0,759365.0,36907.0,84757.0,752929.0,35986.0,85417.0,747718.0,185633.0,83516.0,741324.0,329776.0,16629.0,328460.0,16784.0,326936.0,16877.0,325228.0,17269.0,313956.0,16702.0,312992.0,18790.0,312013.0,19354.0,311179.0,19520.0,308459.0,20168.0,307894.0,19982.0,307174.0,20278.0,MA-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Essex County,NJ,2451,251,284,2167,1761,406,0,1594.0,186.0,125.0,1469.0,1119.0,350.0,0.0,1914.0,254.0,149.0,1765.0,1305.0,460.0,0.0,1888.0,172.0,91.0,1797.0,1371.0,426.0,0.0,2209.0,313.0,413.0,1796.0,1258.0,538.0,0.0,2235.0,271.0,338.0,1897.0,1378.0,519.0,0.0,2228.0,250.0,396.0,1832.0,1337.0,495.0,0.0,2048.0,181.0,428.0,1620.0,1135.0,485.0,0.0,1779.0,97.0,443.0,1336.0,877.0,459.0,0.0,1610.0,152.0,162.0,1448.0,924.0,524.0,0.0,1483.0,174.0,223.0,1260.0,879.0,375.0,6.0,1531,1459,1404,1279,1211,1178,1143,1107,1077,1068,1069,63515.0,123563.0,843895.0,62837.0,125419.0,834461.0,62249.0,125228.0,832973.0,61364.0,126984.0,831578.0,55830.0,119131.0,778844.0,56004.0,122569.0,775667.0,55736.0,127250.0,774125.0,57887.0,130583.0,781279.0,60093.0,132940.0,773466.0,60168.0,133788.0,772698.0,269105.0,132420.0,770490.0,336962.0,17174.0,335550.0,18077.0,334136.0,21194.0,332311.0,24698.0,318385.0,27705.0,317314.0,31406.0,316136.0,33634.0,315186.0,34859.0,314384.0,34904.0,313824.0,35739.0,313452.0,35707.0,NJ-504,2705814.0,3510563.0,3188377.0,3779292.0,3763457.0,4608395.0,6376138.0,6992985.0,6727557.0,6624627.0,7409741.0
Etowah County,AL,335,52,284,51,50,1,0,236.0,24.0,187.0,49.0,45.0,4.0,0.0,190.0,13.0,150.0,40.0,39.0,1.0,0.0,537.0,0.0,479.0,58.0,52.0,6.0,0.0,280.0,41.0,198.0,82.0,72.0,10.0,0.0,224.0,30.0,149.0,75.0,64.0,11.0,0.0,146.0,35.0,60.0,86.0,74.0,4.0,8.0,163.0,43.0,60.0,103.0,91.0,12.0,0.0,167.0,22.0,76.0,91.0,55.0,36.0,0.0,156.0,2.0,53.0,103.0,97.0,6.0,0.0,438.0,36.0,70.0,368.0,354.0,14.0,0.0,847,807,779,717,676,669,669,634,623,,627,7336.0,17227.0,101715.0,6996.0,17401.0,101762.0,6110.0,16146.0,101767.0,6355.0,16376.0,102264.0,6589.0,16199.0,101456.0,6338.0,17625.0,101346.0,6183.0,17524.0,101536.0,6762.0,18166.0,101739.0,7189.0,18713.0,101829.0,7544.0,20078.0,102106.0,44882.0,20059.0,102374.0,47603.0,8192.0,47487.0,8327.0,47412.0,8621.0,47329.0,9040.0,47805.0,9040.0,47704.0,8762.0,47705.0,8928.0,47639.0,8578.0,47504.0,7982.0,47500.0,7601.0,47507.0,7506.0,AL-505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairbanks North Star Borough,AK,977,267,133,844,635,209,0,854.0,290.0,133.0,721.0,555.0,166.0,0.0,826.0,125.0,232.0,594.0,423.0,171.0,0.0,630.0,111.0,0.0,630.0,419.0,211.0,0.0,891.0,216.0,169.0,722.0,528.0,194.0,0.0,796.0,178.0,176.0,620.0,416.0,204.0,0.0,922.0,180.0,215.0,707.0,497.0,210.0,0.0,717.0,141.0,139.0,578.0,363.0,215.0,0.0,835.0,72.0,202.0,633.0,434.0,199.0,0.0,748.0,95.0,138.0,610.0,433.0,177.0,0.0,761.0,105.0,92.0,669.0,474.0,195.0,0.0,1459,1424,1360,1321,1297,1305,1296,1272,1240,1216,1221,2857.0,5619.0,91697.0,3010.0,5669.0,91890.0,3366.0,6356.0,92321.0,2981.0,5943.0,93048.0,3246.0,6167.0,94212.0,3997.0,7575.0,94778.0,3851.0,7749.0,95430.0,3545.0,7340.0,95695.0,3740.0,7444.0,95949.0,3680.0,7752.0,95849.0,21924.0,7640.0,95378.0,42680.0,6321.0,42695.0,6519.0,42772.0,6948.0,42870.0,7572.0,44270.0,8071.0,44189.0,8001.0,44059.0,7546.0,43866.0,7470.0,41670.0,6367.0,41697.0,6115.0,41736.0,5892.0,AK-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax County,VA,1278,184,86,1192,1056,136,0,1310.0,273.0,113.0,1197.0,1049.0,148.0,0.0,1191.0,303.0,57.0,1134.0,996.0,138.0,0.0,1222.0,350.0,57.0,1165.0,1004.0,161.0,0.0,1041.0,190.0,88.0,953.0,763.0,190.0,0.0,1034.0,235.0,89.0,945.0,774.0,171.0,0.0,987.0,173.0,86.0,901.0,686.0,215.0,0.0,964.0,150.0,108.0,856.0,637.0,219.0,0.0,1059.0,149.0,74.0,985.0,590.0,395.0,0.0,1204.0,219.0,68.0,1136.0,706.0,430.0,0.0,1225.0,198.0,66.0,1159.0,667.0,484.0,8.0,2276,2230,2159,1977,1898,1881,1851,1823,1779,1747,1724,33170.0,67523.0,1136737.0,32371.0,67276.0,1133376.0,33436.0,67901.0,1134981.0,34441.0,69741.0,1137354.0,32610.0,67085.0,1138999.0,33251.0,69450.0,1135370.0,32587.0,69895.0,1133591.0,33076.0,69528.0,1132298.0,31470.0,67306.0,1123109.0,30699.0,66762.0,1119457.0,171094.0,66251.0,1107694.0,430047.0,15946.0,428352.0,15689.0,426970.0,16126.0,425294.0,16621.0,415149.0,16496.0,413885.0,17384.0,412574.0,18127.0,411223.0,17843.0,411072.0,17714.0,409963.0,17608.0,409108.0,17314.0,VA-601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfield County,CT,713,22,109,604,506,98,0,597.0,13.0,67.0,530.0,432.0,98.0,0.0,603.0,12.0,52.0,551.0,467.0,84.0,0.0,549.0,32.0,83.0,466.0,396.0,70.0,0.0,697.0,44.0,57.0,640.0,499.0,141.0,0.0,771.0,56.0,98.0,673.0,506.0,167.0,0.0,864.0,83.0,92.0,772.0,589.0,183.0,0.0,778.0,52.0,82.0,696.0,484.0,212.0,0.0,886.0,98.0,156.0,730.0,513.0,217.0,0.0,913.0,127.0,140.0,773.0,545.0,228.0,0.0,1083.0,367.0,311.0,772.0,519.0,253.0,0.0,,,,1593,1511,1499,1470,1439,1385,1348,1327,,,,,,,,,,38779.0,86408.0,939754.0,36383.0,82718.0,926873.0,37459.0,82327.0,926424.0,37928.0,81751.0,926505.0,37556.0,81422.0,929135.0,37219.0,81553.0,923385.0,38722.0,82743.0,921988.0,196548.0,83497.0,916013.0,,,,,,,377249.0,27806.0,374329.0,29259.0,372565.0,32376.0,370999.0,30508.0,369044.0,31366.0,364737.0,29528.0,363556.0,29236.0,362616.0,29114.0,CT-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfield County,OH,2380,224,514,1866,1748,118,0,2337.0,155.0,498.0,1839.0,1688.0,151.0,0.0,1912.0,132.0,342.0,1570.0,1426.0,144.0,0.0,1365.0,39.0,0.0,1365.0,1210.0,155.0,0.0,2036.0,177.0,433.0,1603.0,1466.0,137.0,0.0,1907.0,97.0,382.0,1525.0,1447.0,78.0,0.0,1807.0,137.0,288.0,1519.0,1427.0,92.0,0.0,1691.0,229.0,340.0,1351.0,1229.0,122.0,0.0,1724.0,160.0,339.0,1385.0,1244.0,141.0,0.0,1721.0,207.0,198.0,1523.0,1386.0,137.0,0.0,1614.0,257.0,233.0,1381.0,1251.0,130.0,0.0,1172,1114,1042,963,899,867,866,836,814,799,794,6006.0,12779.0,159487.0,5633.0,12903.0,157583.0,5813.0,13579.0,155814.0,4912.0,13285.0,154351.0,5238.0,13705.0,152951.0,5743.0,13930.0,151338.0,5896.0,14142.0,149796.0,5958.0,14776.0,148545.0,6082.0,15010.0,147210.0,6127.0,15110.0,146126.0,39786.0,15791.0,145145.0,64036.0,3679.0,63397.0,3418.0,62743.0,4020.0,62052.0,4211.0,61567.0,4496.0,61093.0,4754.0,60573.0,4825.0,60202.0,4653.0,59609.0,4471.0,59367.0,4335.0,59107.0,4526.0,OH-503,9803787.0,11061640.0,11753431.0,11968018.0,12018118.0,13763737.0,15093005.0,19313798.0,19440623.0,20557392.0,24089917.0
Faulkner County,AR,1016,694,464,552,410,142,0,773.0,511.0,464.0,309.0,227.0,82.0,0.0,859.0,290.0,496.0,363.0,291.0,72.0,0.0,401.0,149.0,0.0,401.0,233.0,168.0,0.0,1186.0,272.0,573.0,613.0,484.0,129.0,0.0,1066.0,296.0,573.0,493.0,292.0,201.0,0.0,1081.0,232.0,550.0,531.0,335.0,196.0,0.0,1006.0,226.0,550.0,456.0,316.0,140.0,0.0,808.0,208.0,339.0,469.0,288.0,181.0,0.0,830.0,220.0,339.0,491.0,254.0,237.0,0.0,1074.0,350.0,503.0,571.0,342.0,229.0,0.0,1005,980,931,857,819,826,794,777,754,731,726,8378.0,17728.0,122204.0,8095.0,18099.0,120454.0,8883.0,18478.0,119166.0,8029.0,17446.0,118237.0,8646.0,18776.0,119703.0,8409.0,19778.0,118617.0,8385.0,19697.0,117501.0,7692.0,18989.0,116426.0,7272.0,18590.0,115514.0,6923.0,17768.0,114592.0,39492.0,17053.0,112888.0,53650.0,4341.0,52862.0,3996.0,52070.0,4674.0,51410.0,4965.0,50209.0,5118.0,49842.0,5267.0,49817.0,5722.0,49475.0,5640.0,48753.0,5302.0,48478.0,5274.0,48050.0,5086.0,AR-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fauquier County,VA,1329,29,434,895,712,183,0,1088.0,25.0,412.0,676.0,529.0,147.0,0.0,1125.0,95.0,147.0,978.0,835.0,143.0,0.0,870.0,36.0,69.0,801.0,673.0,128.0,0.0,816.0,28.0,156.0,660.0,528.0,132.0,0.0,761.0,24.0,124.0,637.0,531.0,106.0,0.0,718.0,38.0,165.0,553.0,442.0,111.0,0.0,722.0,39.0,159.0,563.0,439.0,124.0,0.0,654.0,58.0,156.0,498.0,392.0,106.0,0.0,773.0,90.0,139.0,634.0,542.0,92.0,0.0,662.0,31.0,116.0,546.0,438.0,108.0,0.0,1613,1561,1468,1412,1353,1281,1255,1229,1180,1169,1161,2136.0,5013.0,74154.0,1606.0,4520.0,73518.0,1679.0,4241.0,72837.0,1616.0,4234.0,72057.0,1509.0,3828.0,69983.0,1927.0,4030.0,69367.0,2094.0,4177.0,68696.0,1964.0,4190.0,67996.0,1868.0,4042.0,67622.0,1726.0,3762.0,67041.0,11375.0,3835.0,66268.0,28621.0,1901.0,28454.0,2188.0,28218.0,2207.0,27966.0,2494.0,27084.0,2467.0,26894.0,2332.0,26635.0,2302.0,26413.0,2432.0,26241.0,2351.0,26052.0,2457.0,25905.0,2743.0,VA-521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette County,GA,2867,837,1040,1827,1223,604,0,2679.0,591.0,738.0,1941.0,1333.0,608.0,0.0,2017.0,495.0,653.0,1364.0,724.0,640.0,0.0,1996.0,406.0,0.0,1996.0,1392.0,604.0,0.0,3240.0,542.0,939.0,2301.0,1319.0,982.0,0.0,3217.0,376.0,719.0,2498.0,1656.0,842.0,0.0,3076.0,335.0,740.0,2336.0,1146.0,1190.0,0.0,3572.0,346.0,681.0,2891.0,1567.0,1324.0,0.0,4063.0,556.0,838.0,3225.0,1782.0,1443.0,0.0,4317.0,781.0,1037.0,3280.0,1688.0,1592.0,0.0,4797.0,1341.0,1375.0,3422.0,1988.0,1434.0,0.0,1898,1787,1693,1482,1396,1326,1274,1202,1138,1096,1097,3294.0,6772.0,121351.0,2898.0,6603.0,119729.0,2636.0,6226.0,118220.0,2344.0,6320.0,116752.0,2186.0,5237.0,112443.0,2321.0,6167.0,111314.0,2782.0,6190.0,110523.0,2815.0,6907.0,109526.0,3256.0,7774.0,108826.0,3219.0,9129.0,107976.0,20240.0,8646.0,107261.0,46453.0,1872.0,45896.0,2227.0,45307.0,2419.0,44699.0,2348.0,43000.0,2208.0,42530.0,2245.0,42106.0,2353.0,41747.0,2143.0,41391.0,2458.0,41132.0,2597.0,40987.0,2756.0,GA-500,6433810.0,6874945.0,6715093.0,6979344.0,7244948.0,7533177.0,7701216.0,8669446.0,10043771.0,10055578.0,13236404.0
Fayette County,KY,825,127,82,743,706,37,0,815.0,159.0,38.0,777.0,718.0,59.0,0.0,715.0,142.0,32.0,683.0,650.0,33.0,0.0,562.0,151.0,0.0,562.0,531.0,31.0,0.0,689.0,89.0,31.0,658.0,600.0,58.0,0.0,787.0,112.0,11.0,776.0,724.0,52.0,0.0,685.0,98.0,23.0,662.0,610.0,52.0,0.0,1051.0,118.0,51.0,1000.0,578.0,420.0,2.0,1064.0,103.0,21.0,1043.0,536.0,507.0,0.0,1258.0,228.0,39.0,1219.0,653.0,566.0,0.0,1544.0,219.0,91.0,1453.0,566.0,887.0,0.0,1164,1101,1065,967,920,896,864,828,793,778,766,24115.0,46481.0,311423.0,23634.0,48466.0,309022.0,22044.0,46179.0,309254.0,22710.0,48501.0,308643.0,23287.0,48816.0,308922.0,24428.0,51715.0,307645.0,26060.0,54323.0,305695.0,26183.0,56039.0,301778.0,26897.0,56444.0,298147.0,27114.0,55900.0,295289.0,107637.0,56186.0,291027.0,148959.0,9244.0,147720.0,9917.0,146345.0,10241.0,145092.0,10863.0,142813.0,11887.0,141653.0,11869.0,140662.0,11856.0,139679.0,12343.0,138858.0,12419.0,137885.0,12133.0,136989.0,12888.0,KY-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette County,PA,774,39,49,725,564,161,0,730.0,110.0,49.0,681.0,490.0,191.0,0.0,735.0,73.0,0.0,735.0,558.0,177.0,0.0,603.0,11.0,26.0,577.0,405.0,172.0,0.0,754.0,24.0,61.0,693.0,509.0,184.0,0.0,727.0,17.0,34.0,693.0,472.0,221.0,0.0,748.0,46.0,38.0,710.0,435.0,266.0,9.0,837.0,29.0,63.0,774.0,451.0,285.0,38.0,986.0,32.0,69.0,917.0,445.0,431.0,41.0,1002.0,91.0,65.0,937.0,448.0,436.0,53.0,1101.0,135.0,56.0,1045.0,490.0,508.0,47.0,793,771,754,717,684,675,657,624,607,593,588,9823.0,20489.0,121801.0,9470.0,21411.0,122714.0,8435.0,20090.0,123997.0,8544.0,20012.0,124503.0,8849.0,20739.0,125575.0,9544.0,21911.0,126862.0,10220.0,22683.0,128152.0,11176.0,24348.0,129203.0,11093.0,24277.0,130280.0,11409.0,25282.0,130893.0,53607.0,25018.0,131497.0,62158.0,6976.0,62060.0,7098.0,62005.0,7068.0,61962.0,7865.0,63820.0,8474.0,63795.0,8958.0,63669.0,9158.0,63551.0,9508.0,62798.0,9144.0,62878.0,8881.0,62810.0,8823.0,PA-601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flagler County,FL,1164,184,786,378,174,188,16,1053.0,137.0,583.0,470.0,264.0,186.0,20.0,865.0,73.0,402.0,463.0,240.0,206.0,17.0,694.0,24.0,335.0,359.0,169.0,171.0,19.0,904.0,76.0,453.0,451.0,223.0,209.0,19.0,875.0,89.0,507.0,368.0,188.0,166.0,14.0,683.0,90.0,406.0,277.0,87.0,190.0,0.0,753.0,88.0,448.0,305.0,112.0,193.0,0.0,1005.0,210.0,581.0,424.0,233.0,191.0,0.0,1325.0,301.0,775.0,550.0,218.0,332.0,0.0,1633.0,198.0,1025.0,608.0,102.0,506.0,0.0,1722,1687,1561,1416,1327,1255,1159,1118,1079,1053,1046,7364.0,12863.0,125277.0,5804.0,11360.0,120593.0,5771.0,11382.0,116442.0,5971.0,12475.0,112812.0,6207.0,12295.0,111825.0,6835.0,13488.0,108721.0,6594.0,12575.0,106005.0,6781.0,13839.0,103921.0,6344.0,13453.0,101857.0,6262.0,14814.0,99791.0,35008.0,16140.0,98168.0,60934.0,8352.0,58520.0,8224.0,56326.0,8777.0,54554.0,9063.0,52816.0,8776.0,51757.0,9636.0,50961.0,10332.0,50279.0,10846.0,49657.0,11507.0,49273.0,12323.0,48981.0,13042.0,FL-504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flathead County,MT,2008,451,576,1432,927,505,0,2178.0,558.0,496.0,1682.0,1414.0,268.0,0.0,1585.0,381.0,293.0,1292.0,1072.0,220.0,0.0,1801.0,59.0,633.0,1168.0,900.0,268.0,0.0,1545.0,223.0,460.0,1085.0,767.0,318.0,0.0,1357.0,228.0,345.0,1012.0,755.0,257.0,0.0,1405.0,200.0,373.0,1032.0,793.0,239.0,0.0,1529.0,198.0,544.0,985.0,748.0,237.0,0.0,1418.0,137.0,630.0,788.0,481.0,307.0,0.0,1709.0,166.0,872.0,837.0,535.0,302.0,0.0,1745.0,270.0,834.0,911.0,471.0,440.0,0.0,1142,1094,1029,910,884,855,822,798,808,788,771,3742.0,10201.0,109445.0,3482.0,10268.0,107267.0,3352.0,9727.0,104920.0,3264.0,9425.0,102465.0,3379.0,10365.0,101063.0,3787.0,10831.0,98998.0,4360.0,11368.0,96940.0,5026.0,12886.0,94994.0,4719.0,12875.0,93515.0,4824.0,12307.0,92210.0,34462.0,12490.0,91225.0,51680.0,7447.0,50948.0,7380.0,50252.0,8098.0,49595.0,8815.0,49145.0,9220.0,48785.0,10012.0,48447.0,10195.0,48154.0,10148.0,47407.0,9785.0,47283.0,10177.0,47184.0,10111.0,MT-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florence County,SC,1025,120,567,458,338,120,0,1060.0,108.0,527.0,533.0,424.0,109.0,0.0,1034.0,117.0,534.0,500.0,400.0,100.0,0.0,1212.0,90.0,840.0,372.0,236.0,136.0,0.0,1178.0,152.0,788.0,390.0,161.0,229.0,0.0,1153.0,258.0,791.0,362.0,267.0,95.0,0.0,1092.0,171.0,694.0,398.0,312.0,86.0,0.0,974.0,191.0,605.0,369.0,254.0,115.0,0.0,1322.0,229.0,832.0,490.0,231.0,259.0,0.0,1319.0,177.0,923.0,396.0,161.0,235.0,0.0,1317.0,98.0,855.0,462.0,187.0,275.0,0.0,954,908,871,811,783,772,754,722,701,676,668,11434.0,25015.0,134047.0,11040.0,24483.0,133882.0,11282.0,23845.0,133813.0,11242.0,23676.0,134265.0,11007.0,23516.0,134826.0,11317.0,24885.0,135169.0,10919.0,25750.0,135039.0,11038.0,26444.0,134942.0,10861.0,26515.0,135109.0,11276.0,26802.0,135032.0,57496.0,27594.0,134698.0,62090.0,9234.0,61418.0,8896.0,60896.0,8652.0,60311.0,8520.0,61353.0,8473.0,60746.0,8558.0,60103.0,8052.0,59722.0,7630.0,59088.0,7339.0,59011.0,7164.0,58912.0,7118.0,SC-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floyd County,GA,6633,516,4407,2226,1414,812,0,6388.0,621.0,3919.0,2469.0,1520.0,949.0,0.0,5856.0,557.0,3919.0,1937.0,1289.0,648.0,0.0,1896.0,144.0,0.0,1896.0,1162.0,734.0,0.0,4349.0,256.0,2262.0,2087.0,1441.0,646.0,0.0,4183.0,296.0,2262.0,1921.0,1265.0,656.0,0.0,3730.0,266.0,1873.0,1857.0,1228.0,629.0,0.0,3716.0,242.0,1873.0,1843.0,1164.0,679.0,0.0,5575.0,883.0,3518.0,2057.0,1042.0,1015.0,0.0,5797.0,931.0,3518.0,2279.0,1248.0,1031.0,0.0,7577.0,1127.0,5317.0,2260.0,1298.0,962.0,0.0,1014,971,890,826,786,762,730,711,685,674,702,7283.0,15318.0,95616.0,6960.0,15943.0,94862.0,7070.0,16534.0,94347.0,6435.0,17538.0,93898.0,6334.0,17339.0,93467.0,5420.0,17122.0,93107.0,6969.0,17670.0,92699.0,6648.0,16774.0,92440.0,7950.0,18192.0,92094.0,8508.0,19605.0,92079.0,41235.0,19704.0,92146.0,40918.0,4062.0,40763.0,4075.0,40568.0,4572.0,40470.0,4611.0,40713.0,4521.0,40599.0,4920.0,40505.0,4872.0,40461.0,4955.0,40446.0,5332.0,40458.0,5584.0,40475.0,5681.0,GA-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floyd County,IN,4584,365,1138,3446,2733,700,13,4398.0,387.0,804.0,3594.0,2813.0,756.0,25.0,3688.0,371.0,597.0,3091.0,2545.0,526.0,20.0,3047.0,215.0,662.0,2385.0,1805.0,557.0,23.0,4037.0,271.0,780.0,3257.0,2499.0,735.0,23.0,3904.0,241.0,537.0,3367.0,2571.0,776.0,20.0,3576.0,244.0,443.0,3133.0,2288.0,822.0,23.0,3655.0,330.0,443.0,3212.0,2237.0,952.0,23.0,4179.0,427.0,561.0,3618.0,2287.0,1309.0,22.0,4197.0,488.0,472.0,3725.0,2265.0,1435.0,25.0,4081.0,365.0,329.0,3752.0,2385.0,1367.0,0.0,1036,990,943,868,812,796,786,767,739,723,728,3978.0,8212.0,79363.0,3904.0,7877.0,78877.0,3672.0,7359.0,78537.0,3335.0,7401.0,77992.0,3177.0,7199.0,76240.0,3698.0,7432.0,75690.0,3310.0,7419.0,75270.0,3416.0,8104.0,75023.0,4222.0,9050.0,74979.0,4274.0,9530.0,74648.0,21160.0,9476.0,74228.0,34833.0,2917.0,34603.0,3430.0,34358.0,3447.0,34111.0,3974.0,33011.0,3747.0,32809.0,3620.0,32644.0,3288.0,32501.0,3455.0,32316.0,3282.0,32223.0,3135.0,32128.0,3111.0,IN-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
